clean_review,Star
fair,3
not good customer service manager training needed deal people,1
extremly slow need better service fast food waiting long order not bad need faster not firts time come lije dont inside,1
service slow cashiers no manners place no order need new management,1
great experience good food good staff usually pretty patient nonsense,4
service hit miss fries half,2
neutral,3
ice cream fine not,1
food poisoning,1
food good quick fresh,4
area inside relaxing seats amazing,5
told come biggest mcdonald's country huge elevator takes kids playplace size arcade menu items aren't normal mcdonald's menu like build pasta pizza,4
trodden community comes crowded food quicker,3
fries hot fresh,4
fast good people,5
ok lil wait busy not bad food ok,3
clean friendly service especially cashier patricia,5
it's mcdonald's lot good food letters badd,4
mmmm food good serve badly,5
crowded long waiting list,4
fast friendly,5
clean order touch screen menu place small not crowded,2
know it's mc d's expect,4
fantastic service! came breakfast time wife told mcdonald's doesn't fries continually asked fries told no fries! legit better comedy saw cruise stopping yorr trip miami,1
food good fresh fast,5
not clean place poor service,1
delicious food,5
excelent service,5
went morning coffee cashier ladies just wonderful,3
kinda dirty floors ok,4
nice clean!!,5
nice location decent service,3
fast service fresh food,5
ok,5
excellent,5
good,4
delivery complete joke! don't bother taking time order sauces nuggets! ordered 20 spicy 40 reg picked 9 different dipping sauces required not mention desired kiddos!! did not sauce ketchup!!! just make sure consistant disregard didn't straws 3 mango smoothies 2 them! 60 nuggets no sauces all! not time wrong nuggets buyer cautious!,2
ve lot times time service bad wait time not close fast food standards,1
excellent,5
that's cravings,4
cancelled order free chicken sandwich,1
pretty busy s right holiday inn convenient!,4
pleasant place good food good service nice place return possible held lot count presence place guarantee not regret sergio rodrigues,5
place dirty service slow homeless loiter beg money entrance management staff indifferent conditions steve piero delusional bathroom unisex need coin play area?!?!? where?,1
service better mickey d's,5
hours inaccurate close dining room 11 00 not midnight posted doors tea distinct taste coffee makes taste like burnt tea gross,1
worst mcdonald's usually really dirty service really terrible experience today really bad employees messed order instead helpings person answer just hanged tried just pick phone hange,1
ordered curbside orders waited 20 mins staff totally forgot meals out??? ordered regular iced latte got suuuuper sweet latte instead got overcooked bun muffin! worst experience!,1
like chicken nuggets like place,5
poor,2
restaurant inside walmart it's pretty clean workers look tired angry food fresh like eating inside theater playing sad movie,3
loud speaker drive technical difficulties we're closed getting served right me?? there's reason yall called crackdonalds goes yall anymore thought wawa opening street change guess wrong trying,1
ordered app came raining closed,1
does drive line not nearly 5 min? not saying s employee error som,3
mcd city food decent service acceptable bathroom atrocious,4
today came dirty soft drinks refilled floor dirty,1
worst mcdonalds not place employees! not majority never order right! wrong order theyre items missing like always!!! order door dash f time receive items missing time ordered medium fries literally half filled rip off! takes forever order understand lot customers hello considerate orders right!!,1
tried use coupon free medium fries mcdonald app items purchased scanned coupon gave small fries heard making comments free coupon women window fooling extremely long line lunch dinner times stopped 4 times week issue time young white guy window really nice 2 stars instead 1,2
food good boyfriend not feeling good boyfriend throwing night order food never eating,2
drive fast 3 point contact order taken line payment window pick window,5
absolutely terrible experience! walked ordered food kiosk 5 minutes employee sticks head say no ice cream 4 items ice cream products husband asks refund,1
place worst smelled like manure counter like 3 times order complete cold fries burnt apple pies didnt like olace birthday grandson,1
say it's mcds craving hits there's like no,5
excellent,5
arrived large fast food chain store 4 00 pm surprised bathrooms no water taps unused urinals toilets atm soda machine use dozens unavailable products especially ice cream,2
bad service consistent quality food,4
french fries yummy tummy,5
chaotic alot going world's largest mcdonald's options not typical menu examples pizza pasta pilly cheese steak belgian waffles giant arcade kids play place second floor accessed elevator,5
clean fresh food check order leaving,5
excellent atention,5
worst mcdonald's restaurant i've visited long time apart don't dressing say buy,1
poor,2
general manager location worst customer service experience! order food cold initially didn t wanna fresh food refund sat drive thur 30 minutes waiting seen wouldn t leave gave partial payment called police,1
excellent,5
mcdonald,3
excellent,5
nice,5
mcdonald's lost business,1
great reward member,4
read previous reviews thought changing dining plans glad didn't mcdonald's advertises,5
came 10pm got meal,1
good service thing didn't like no milk,4
good food service!,5
just regular mcdonald restaurant special,4
mcdonald's staff polite coming back! tonight sucked 25min wait spot food come i'll,3
good,5
crispy chicken sandwich wasn't crispy,3
it's just convenient cheap run,2
good,4
possibly worst mcdonalds queens service absolutely terrible saw rat entrance doors employees disgusting,2
wasn't good time gave box melted cheese don't know instead 4 chicken nuggets eye check orders retiring window,1
looks great remodeling love bacon smock house,5
new construction grown place small dont like,3
fast food fast food,3
ordered kiosk quick easy convenient able customize order,5
worse c s ever! unreal people just don't want work team bust gave up!,1
neutral,3
quick service surprisingly easy operate self service kiosk order ready really fast usually don't mcdonalds tight time crunch mcdonald's restaurant not busy definitely location needed mcdonalds new york city highly recommend stopping location area,4
expensive! great spirits!,5
friendly helpful customer service,5
quite expensive compared competition,3
just mcdonald's international drive tourist area doesn't right jack prices international drive quite bit drive charter buses prices jacked high won't bring busload people young lady brought lunch know friendly nice young lady restaurant clean prices way high come not bring 50 60 people bus location just you're international drive don't mean rip people that's you're doing miles road burger king prices lot lot lower want start seeing charter buses come people lower prices,3
got order wrong,3
piece gum food! never come,1
everybody screams table it's not employees fault environment terrible,4
can't remember time got good fries good employees make simply dropped place list places times i've eaten say mcdonald's,1
quick order spot,5
got best egg mcmuffin,5
good place,4
staff rude food cold horrible place eat,1
remove animals?? remodel looks cold uninviting horrible,1
excellent,5
cleaning surfaces simultaneously serving food dont mean drying water sloshing bizarrely 10 piece mcnugget order ready bagged counter paid ordered kiosk no overheard order acted fast got train station block away opened food food soggy slightly brownish dont eat night,2
it's mc donald's,3
excellent,5
excellent,5
friendly management staff ready make sure satisfied order,5
good place break walking,5
slowest mcdonald s ve experienced completely disorganized plenty employees just kno,2
neutral,3
wish learned cook chicken sandwich love getting chicken sandwich morning burned didn't taste good burned 2nd asked remake,3
excellent,5
technology can't remember sandwiches bag maybe people instead lcd screens?,2
no complaints did good,4
manager named amber awesome! crew!,5
wait time crazy long rude,1
inexpensive,5
regularly not open listed hours mcdonald's website,1
worst mcdonalds,1
recent time great! fries hot n crispy gave 4 stars instead 5 i'm thinking time fries cold right gate,4
real nice employees,5
hot fresh food,5
quick servis,4
excellent,5
mediocre experience best,3
poor,2
slow service,2
slow attend inside focus window service,2
closed construction 5 20 21,5
disapointed,1
good,5
good,4
prefer brazil! there's cat shup tastier burger!,3
yuck,1
food hot place clean consumer service excellent,5
im giving 1 star bought lot burgers fries gave 2 ketchups asked ketchup worker said mcdonalds rules mcdonalds making hard enjoy burgers fries no ketchup,1
don't know i'm like 20th century mcdonald's super high tech mcdonald consists floors main floor walk it's second floor seating floor didn't just ankle problem unfortunately elevator basement area can't girl fancy contrapment takes food grill second floor order just thought cool waiting food self serving machines restaurant want speak human just walk past registers,5
fast,5
certainly not lovin,1
excellent,5
no specials,3
stop service restaurant slow people confused wanted largest mcdonald's,3
terrible service establishment! order table pick order laughing laughing,1
love sodas mcdonald's,5
excellent,5
waiting drive 2 minutes saying good morning employees decided felt like taking cash serving breakfast items we're week away 2017 invest credit card reader,1
friendly staff quick service good price newly renovated,5
fast food,2
terrible,1
revise earlier review left underneath new just bizarre experience lady took money window problem wanting change followed window started harassing barriers meant stop spread covid 19 multiple times stuck face windows berate asked waiting got drink just given money shouldn't handling food trying talk knew burger closed window started throwing coniption couldn't hear reopened windows stuck face barriers told knew ordered told didn't understand shoved face repeated knew order closer loudly don't i've times gotten food problems young lady not food leave bad taste mouth exposing people potential life threatening virus no reason poor attitude dangerous actions wanted change? great really turned things couple years service used slow highly inconsistent days despite challenges restaurant industry faced overcame stopping providing mcdonald's standard fast food correct orders not sure got new management training equipment guys brought gold arch standard great job team!,1
friendliest mcdonalds staff met love old school setup great pitstop long drives,5
excellent,5
cups wouldnt sauce drive stopped listening half way order,2
gone times closest truth wrong order,2
busy bit rushed,3
best maccys i've seen don't scale uk visit middle floor female drug addict camped disabled restroom went ladies restroom blocked member party leaving asked money fortuntely member public went party member returned really liked place,4
excellent,5
speedy quick turnaround decent food forget specialize orders,4
clean food good employees nice,5
mcdonald s bad,1
worse mcdonalds america absolutely heart breaking way treat homeless people hispanic crew think immigrants fighting trump sympathetic,1
went coupon premium sandwich got fresh happy,4
wow 24 hrs wednesday night 9 30pm 4 12 23 no sign posted despite manager insisted given small sign display nope no sign bunch kids inside laughing line paying customers waited 20 minutes good customer let know actually nice knock window ask,3
good,4
fries hard cold tasted like pan nuggets old nasty never again!,1
great experience staying orlando week places wanted pizza really good mac tonight mind blowing complain pizza pretty greasy recommend people staying orlando,4
clean friendly,5
slowest terrible customer service definitely not coming back!,2
need coin access restroom come late night weekend chances running drunk frat boys girls tourists don't know wait turn homeless folks entire crew spanish speaking not problem apparently frat boys having rude ignorant,3
mgr guess doesnt want work told dont open till 8am web door 7am going jack street just got hospital haven't eaten 9am yesterday,1
1 star cheese burger night didn't ask service slow worker's playing goofing not working suppose,1
brand new mcdonalds latest technology super clean,4
um not 24 7 mcdonald s,1
standard excellent needs better signs drive service!,4
awesome staff works smiles willing order right ketsia just sweetheart attentive needed customer service world conrad wonderful pleasure talk,5
didn't eat o did enjoy,5
service okay it's small place gets overcrowded,4
food fresh hot service quick restaurant clean maybe it's mcdonald's policy ask ketchup salt pepper? there's seating area upstairs seat food bag no condiments! i'd pack food downstairs frickin ketchup! no fast food place like,2
app orders horrendously slow expect walk inquire,1
took kids play area consonantly mess order customers service sucks phone busy no picks today number 4 crispy chicken not cooked way,1
neutral,3
it's nice place good taste burger associate's attitude just rude poor customers service,1
customer service great love apple,5
fast efficient service,5
not come not worth food never comes hot fresh employees extremely rude wait times extremely long regardless time day,1
ay listen place gets 5 stars err day week tuesday monday real fries realfries real frys,5
no remorse people person like decentcy come smell people like homelessness mcds days needed help tamn hated passion better save cash shes,1
morning mcds fast friendly gets order right don't add didn't ask hash browns crisp hot say light ice comply thanks morning crew,4
food fresh cashiers friendly,4
used convenient mcdonald s stores no dine services no restrooms make things difficult can't imagine place going,4
neutral,3
homeless it's downtown la order correct great taste screen broken drive,4
high crime area homeless begging handouts drive robberies parking lot drug paraphernalia litters parking lot security helpful considering no lapd support,2
bad service no cheseeburger all!! worst mcdonalds experience ever!,1
good,4
excellent,5
ordered 2 hamburgers ketchup drive park store order 2 times right took 30 minutes total process got attitude,1
exit parking lot huge sign blocks view coming traffic,1
great people fast,5
good,4
good,4
people n place great s deals day d,3
worst service store manager wow,1
horrible!!!! employees attitude ordered chicken deluxe grilled medium fries tossed fries tray order cold thanks !!!!,1
place children play orders wrong overall it's not bad,4
eh,2
i'm not sure what's wrong location half time food old cold today went drive rush 10 cars ahead i'm not sure serve cold food they're constantly feeling orders just extremely disappointed location ordered big mac combo big mac cold fries colder,2
i've going years close live consistently decent usually right it's normally fairly fresh mcdonald's make darned good cup coffee brings usually generally think coffee think mickey d's,4
smelly,3
,1
favorite spot,5
excellent service!,5
pretty good filet o fish crooked,4
excellent,5
good service,4
great place great food served nice warm time,5
poor,2
incredible good place,5
no big deal,3
poor costumer service slow cold food manager didn't care order waiting 30 minutes,1
neatest mcdonald's i've maybe roswell nm jungle zoo theme awesome food good service great gave free drink kind,5
good place service quick yummy food highly recommended!!,4
tried mcplant time better eating actual plant good thing drown mayo ketchup wouldn't taste fries warm best sitting awhile i'm gonna stick burger king plant based burger plus onion rings,1
let just say don't think i've gone way leave review fast food chain especially not biggest world it's easy think places just installment gigantic corporation think it's important remember places individuals work reason coming couple years say phenomenal job drive used no smiles miserable demeanors lack basic customer service skills thank nice day need shout friendly consistent drive line women payment nice woman hands food usually job absolutely zero smiles nice genuine somebody owns business looking good customer service people treat customers expected people shot based everyday encounters like,5
excellent,5
went today zoo bad experience say given seasoned fries straw drinks drinks bad thought mess drink? belief attributed mistake coffee order wanted moca frap given hot coffee took drinks brought tray correction tasted like instead coffee mixture blended old filtered deposits mean really sour manager corrected moca recooked fries left second time tasted unsweetened tea coke horrible foul thought omg served kids!! not return,1
fast love mcdonald's adjacent beach metro expo line,4
s l o w,2
complete incompetence,1
neutral,3
place adorable! great shakes,5
neutral,3
staff works super hard zoo location deters shining great job day staff night staff needs brush,3
excellent,5
place cool actually isn t bad m,4
neutral,3
good,4
sausage mic muffin job,5
nice offer break fast sampler 5 dollars!,4
stated near hotel thing open late drive open drive took 30 min turn order cashier skip lane helped 3 car lane,4
love mcdonalds best fast food restaurant gone life great things place great food selections great prices,5
not florida mcdonald's visited area best experiences ask nice people fast fresh food super fun play areas no complaints whatsoever,5
slow service waiting food different customers came orders wrong waited 10 minutes just 1 mcchicken sandwich,2
bad costomer service slow workers,2
service appalling food took ages dirty store toilets incorrect orders took 15 mins rectify really creepy staff expected fast especially holiday uk disappointed experience,1
manager horrible employee register adding wrong asked speak manager called police not serve got upset response employee said correct not verifying calculations valid mcdonalds old school point writing orders notepad understand miscommunication ho,1
breakfast sandwich burnt hard rock broke tooth,1
worst service history human time waited 30 minutes cheeseburger store dirty!,1
ring counter order machines? ugh place smells like disinfectant bleach charges tourist prices,2
friend's decided visit world's largest mcdonald's tonight holiday orlando visit absolutely abysmal! got table service took 35 minutes come 3 drinks cheese burger mcnuggets received order there! ask staff rest order just walked away no help went desk wait 10 minutes seen eventually got rest order time food cold far worst experie,1
walked door son law order inside said dining room open till 3am 1am 3 22 2022 went kiosk working walked register woman yelled closed walked got van pulled drive responded turned engine waited bit left visited wendy's drive,1
stopped quick visit newly built location nice bright dining room fresh flowers tables usual self ordering screens helpful staff counter waiting order need,4
went drive slow service fries old,3
cold food terrible workers open?,1
order wrong fries stale cold typical mcdonalds service,1
food terrible unhealthy,1
located state street hurricane utah! s connected 711 gas station makes traveling easy food gas stop!,5
good,4
poorly customer service asked carmelfrapa got no carmel didn't store wasn't told inside drive unsatisfied,1
dosent stand promotion ordering menu says dint mention 2 1 apple pies end ur order u free lies never mentioned pay pies beware!!,1
food fresh course lunch hour staff flow customers coming handed wrong order triple cheeseburger ate no regret instead cheeseburger meal ordered,3
bad service,1
terrible experience mcdonald's employees don't care dear manager doing great job,1
literally thing did not mess drinks frys old barely filled halfway ordered large condiment asked ketchup didn,1
expect? service food ok,3
ice cream machine work 60 time,4
staff work no manners whatsoever everyday break it's time pickup order it's just i'm polite say thank no says point i'd talk robot works i'd probably better service,2
horrible service ! mobile order took forever ready end leaving order not cancel order app i'll never comeback location,1
fries cold meat look like staying happy,1
better ones probably zoo,4
absolute worst mcdonald s new jersey r,1
great service,5
good food fresh drive nightmare,3
local mccy d good experience,5
repeated order numerous time repeated window review order wrong employee debating order ask speak manager findings employee did debate ask numerous time supervisor manager said yes false ask corporate number dumv asked pull forward wound bring order cars passed walked store white female dressed store uniform appeared wait period order car open order fries old burger burnt just sad order trashed,1
cleanest mcdonald's,5
takes forever just item,1
slow orders taste like yesterday,1
order right good hot kids enjoy play place place clean,4
great time fundraiser,5
disney mcdonalds let came night crew knocked park great job,5
nice place tables cleaned rapidly tables went food drops not quite clean,3
company party friendly accommodating 30 tbh expecting food quite surprised good place add lunch rotation,5
awesome customer service place carries strawberry creme pies lovely!!!,5
not great food,2
worst mcdonald s stopped mochiatto young lady yeah no hot coffee asked shake? yeah,1
went order s long line,2
excellent,5
poor,2
bath,1
like just don't like restroom smells,4
good,4
pretty decent place,4
worst place mcdonald's joke remember place actually care make did pickles hamburger,1
picked wrong lane did not asked order 3 cars passes order lane pulled manager told pay inside took 30 minutes order food horrible,1
went midnight staff nice quick effective long line staff didn't waste time,4
cold food gave different order forgot half ordered,1
cool,4
excellent,5
not favorite location fairly sketchy kids,3
okay,1
no bad,1
excellent,5
excellent,5
awesome staff,5
terrible ordered food 15 mins security came saying finish leave soon occupy chair long,1
attitude forever,1
today given double quarter cheese burger not fully cooked dont like complain not good especially fruit punch watery wouldnt prefer belleville,1
heavy set woman short cut quick weave glasses rude miserable looking stood waiting doordash order 20 min didnt ask help didn't say skipping doordash order just let stand order threw bag,2
far worst mcdonald's world! staff impolite wait times ridiculous order wrong outside begging change food rarely fresh things there's never apology experience stay away cost!,1
great service,5
like close house love menu,5
macdonald's not given correct nuggets lately it's times short they've gotten order completely wrong just struggle fair,3
hashbrowns super fresh,3
worst mcdonald's breakfast really early morning try breakfast 4 morning card reader never working don't understand day 4 m can't accept debit credit card going long time,1
ate week stayed santa monica service really fast place crowded computer ordering really effective 8 modules help lot taking orders faster,5
beg mcdonald s area s not don t know ring mobile order 1st girl told,1
id like drink coffee black straw,1
poor,2
cash orders stuff getting old better systems no fast food restaurant there's no reason,1
excellent,5
good food pretty fast considering lunch rush 5 stars manager not rude customers employees not mention inability pay attention orders forgot drinks not lobby current health risks no problem shoving lids straws,4
not recommend,2
fries cold order 80 nuggets got 40,3
liked breakfast,3
crowded make food right,3
sooo slow 3rd car drive took 25 minutes!!,1
okay not good,3
clean not busy mcdonald's maybe competition keeping check,4
remodeled wow,4
love mcdonalds life life no bigger disappointment waiting meal getting lukewarm fries gave lukewarm fries waited 15 minutes meal hold mcdonalds high standard fries make meal no exception!!,4
can't remember good,4
,5
great service fast handing fresh hot food really good solving issues assure customers best service,5
bad smell store fr homeless guy ok w live w compassion understanding,5
fun! playground huge! s arcade shopping inside kids thought elevator neat ride mc,5
great!,5
like short handed appreciate people choose work need americans choose work !!!!! america needs you!!!,3
excellent,5
wait hour food paid self order screens supposed faster waste time fast food? shame guys better!,1
mcdonald's normally fast orders correct thing past times i've chicken sandwich not good french fries not fresh pumpkin holiday pies best!!! staff nice tho can't dine patio can't use restrooms wear face masks require wear going inside establishment they're 24hours drive not exactly sure going inside time went inside order 9pm open togo orders breakfast hours monday sunday starting 4am monday t,4
fast service restroom locked just avoid tourists using organized sign customers use,2
yes ok let customer spent 40 old cold food use restroom,1
can't uber eats orders right time happen completely forgot 4 medium fries,1
slow service terrible location it's like homeless central,4
slow service,3
wipe 5 star review turn 2 star year place turned slow hispanic ran restaurant used diverse staff consistently speedy hot takes 10 mins no line fries nuggets standing twiddling thumbs ve 60 times time ve post covid reopening s situation change employee personnel,2
love visiting location never problem customer service,4
mcdonald's good takes 30 minutes order ready,1
neutral,3
good drinks decent price quick service,5
just left santa monica pier couldn't ice cream cone single scoop 6 thank mcdonald's having scoop creamy vanilla ice cream 1 42,5
receipt days ago missing order instead declining,5
honestly worst mcdonald's you'd expect beach turns worst experience,2
say open 24 hours not just d,1
nope just nope stay away not worth sanity it's packed packed went game room stairs huge play ground air wasn't working half games broken short staffed no employee redeem tickets play area wasn't cleaned bathrooms weren't kept i'm sure fact busy short staffed pizza good peanut butter cake good not worth hype especially craziness going issues,1
excellent,5
biggest mcdonald world orlando florida great space share enjoy play kids area lots fun,5
good,4
fries nasty dark brown lady spoke swears fresh didn't say bring we'll correct problem job satisfy customer replace visit argumentative maybe time better,1
disapointed,1
worst mcdonalds ve en experience placed uber eats order gotten drinks did not food ordered not mention big order missing 2 double cheeseburgers 2 cheeseburgers 2 fries 13 tote cookies location try happened food kept putting hold saying checked order bag did not try help said quote manager floor said checked bag disbelief wouldn t try anyt,1
nice place,5
love big mc fries mc donald's,5
went work day pressed time drive fast,5
mcchickens expensive reason don't like,2
renovated did just ask,3
furniture needs replaced urgently,3
food great restrooms didn't toilet paper,3
excellent,5
computers not working cash complete mess cashiers not know operate,2
excellent,5
mcdonalds place welcomed friendly staff know getting venturing offer standard healthy menu like modern decor mcdonalds stands quality standards food restaurant know refund replace items,5
customer service just not used no welcome mcdonalds just help ended payimg elses order 1st thought 20 cents i'm glad drinks,2
nice folks smallest macdonalds know having big heart getting things right effeciency smile mainly drive seating 6 tables quaint nice,5
never thought reviewing mcdonald's mcdonalds town conference grabbed quick lunch sessions food typical mcds staff member just friendly helpful granted dont eat inside mcds never delighted cared ar greeted walked ordered kiosks food delivered staff member checked food wished members left mcds needs bottle service location send cheers,5
hard working people absolute patience service good products,5
not local mc donalds,5
bad attention slow serve,1
not good fries stale,1
awesome!!!fast!!! fantastic food!!!,5
everytime just 1 item spend 10 min drive wait 10 just damn order,1
staff wasn t friendly literally worst coldest unsalted,1
fast friendly average mcdonald's,5
complaint check bag ordered extra sauces not extra,5
ok guess,3
won t sell isnt 5,1
came morning low expectations rarely reviews felt compelled expectations blown away friendly greeting clean restaurant cafe feel fast food food came hot fresh visually nice commercials unexpectedly pleasant experience nanagrr raise,5
awesome service! food hot! best,5
customer service really awful rude place dirty never eat mcdonald's,1
sorry coffee horrible 3 threw away pancakes rock hard cannot 1 visited day mcmuffin 2 3 50 excellent service food good,1
order mobile pick checked waited pick spot 15 mins went inside food sitting delivering,1
easy,5
crowded went,3
absolutely hate coming slow service argumentative cashiers abscent management generally eff attitude it's close cheap meh it'll make turd,1
service counter nice there's old man acts like 2nd floor vip bouncer aggressive putting,2
surprise charges blame won't return location,1
ve different mcdonald s worst far customer service horrible manager super rude guy c,1
food super fast good mood it's great location times not good time far awesome,5
usually order ahead app curbside pickup process easy discounts nice app no issues service food quality location,4
eatoutside,5
waited order 28min,1
fast cheeseburgers ordered perfect probably best mcdonalds we've while!,5
doesn't love mc donald's,4
neutral,3
excellent!,5
slow worst customer service place dump loose clientele shorty slowest mcdonalds ive attende everytime,1
fast hot,5
neutral,3
nice fast bit crowded bathrooms clean,5
wonderful,5
wait annoying end sidewalk spot cold food watered iced coffee,3
waited line 45 mins just place order,2
mcdonald's north hollywood good customer service got deal homeless lot right good mcdonald's,4
nice experience,4
false advertisement open 24hr close night time,1
pleasant,5
messed simple order like piece chicken mcnugget beverage young lady taking order misunderstood asked orange drink charged orange juice went window thought order confirmed corrected price lowered no avail received beverage orange soda wet drive spoke manager apologized visit mcdonald's,1
standard mcdonalds staff does not care does not time day rush want think eat takes forever drive ask extra sauce 2 expect pay additional charges,3
mcdonalds sucks recently remodel means inside nice fancy double drive unfortunately remodel not fix main issue mcdonalds management management not training employees properly teaching bend rules good drive timer pull mcd's perfectly reasonable orders perfectly reasonable times 1 burger fry 3pm pull 3 4 cars manager i've displeasure dealing rude forgetting items order pull wait 5 minutes no decided just wanted refunded card manager rude refusing card insisting giving cash best part? pull cash mis managed terrible mcdonalds it's franchise reason just stinks,2
thugs homeless nearby bit slow fast food busy orders fries definitely need salts eating no raw fries just horrible,3
lines sooo long extremely slow everytime come don t know staff,2
food delicious,5
2 levels really fast service clean friendly staff,5
ok ordered 7 drinks 2 10 pc chicken nuggets fast food said,3
typical mcd's food exactly you'd expect service atmosphere little unusual it's vegas,4
excellent,5
not speed service poor waited line just 20 mins receive food thrown inside bag did not eat 1 4 pounder nuggets really need shut restaurant love god don't hire decent staff going years i'm not eating food strands hair food that's hanging bag ill preparation,1
like lively staff make smile good laugh mcdonald pleasant funny,5
serivce horrible walked asked drinks serveral times workers lost confused walked ice tea appertantly caused distrubance doing never going,1
good,4
mcdonald's chain known great customer service fast delivery outlet different usually late service customers no options eatables including snacks beverages machines not work customers wait make payment,5
horrible! got home ordered crispy chicken sandwich gave plain dry bun just chicken bread,2
kind liquid floor employees yelling place dirty don't clean,3
excellent,5
neutral,3
good coffee service really nice,5
need improve listening skills!!!,2
chicken nuggets fries tasty felt horrible rest day day probably fillers stuff,3
ok,3
good,4
place needs remodeling burger rubbery filthy tax paying j o b mcdonald's love giving positive feedback positive energy lady handed food,2
waited 20 min qtr pounder 3am witness worker scrape onions burger bare hands asked new burger argued didn't absolutely unacceptable,1
don t understand time come eat problem employees doing restaurante slow night ho,1
eat fast food maybe month mcdonalds dozen times past couple years literally single time i've screwed people can't count ffs gave crispy tenders piece it's mind boggling not mention item order drive involves pulling waiting 10 15 minutes single time no place complete utter disgrace,1
k,4
good food dry,4
caramel iced macchiato really good coffee not strong,4
dropped yummy fries cheat day worth,4
sign indicates free item person taking order doesn't ask rewards male taking order didn't ask told window manager told girl took order did ask explained wasn't girl man rolled eyes walked away didn't return didn't recieve bottle water napkins nor straws drinks did,1
worst mcdonald's run soft drinks self service awfull,1
best place cheap breakfast miami,5
experience line waiting order got stuck bathroom caused quite bit stir eventful food bussin! lol,3
didn t know largest,5
not worlds biggest mcdonald,2
ok,4
crowded dirty frantic fast service order not correct,2
it's mickey d's food clean quick service use quarter use men's room,3
just left 10 mins ago fries horrible weren't fresh definitely never customer,1
okay communicate people work suppose suppose learn spanish,1
ice maker working,5
cleaner stayed eat food came bag,3
super sloooow! shake machine broken early morning service impossible takes forever just order takes forever process order ordering ahead app saves no time you're lucky coffee machine working you're better going never business mcdonalds again!!! ever!!,1
memories!,5
great service,4
can't eat inside,3
good,4
worst!! use drive curbside pickup busy lives ve sat 25min manager nathan picked phone sounded upset calling said look order currently busy getting orders,1
typical new york city mcdonald's experience staff welcoming hairnet today wow managers,3
rating based love iced turtle,5
asked cup water eating food inside lady said needed purchase seen orange juice cup proceeded tiny cup exactly supposed that? got decent sized cup water lose cup water?,1
just used restroom glad let cuz far home usually places don,5
worse mcdonalds ive waited line 15 minutes customer service sucked lady window rude left,1
best customer service,5
1 favorite fast food place,5
place nice mcdonald s chain serve menu service ki,5
drive packed great customer service,4
ordered 6 piece nuggets 3 chocolate chip cookies got nuggets wait 15 minutes cookies let know waiting reserve 1,1
decided eat late night 11 30 leadership conference hilton orlando hotel street quite people idea did eat late 30 people ordered waiting food tight space busy time unorganized waited 30 minutes food,3
it's little sketchy small encampment nearby,2
time come order messed food cold order mcflurry ice cream topping sucks,1
clean nice wish playground did not broken lights projector,3
ice coffee,5
screwed order,1
not nor cared mcdonald's wife really enjoys coffee tried coffees' not blown away not quick future pass location need special cup joe did not eat food location clean staff typical young peeps wishing,3
it's mcdonalds food consistent delicious like mcdonalds,4
visited sunday 17th march 2019 doubt worst mcdonald's visted yes busy staff dont respond stood talking whilst massive queues customers built absolutely no customer service food lukewarm obviously not waiting cooked no point sending wait 20 minutesno giving leadership ray kroc turning grave disgrace posssible 0 stars,1
busy,2
bit sketch late night,3
restrooms better,4
terrible simply it's not worth time stop location,1
took 10 minutes order food standing counter employees just chatting ignoring plain virw ordered salad yogurt parfait bother half filled overall not good eventually got service,2
fast service!,5
good,4
did not positive experience pretty sad paid 10 bucks food got sauce cookies calling no answer complain head manager doesnt know answer phone sad,1
come daily coffee need use restroom course buy use restroom wash hands,1
today visit worse stops forgot things wrong orders forgetting hashbrowns wrong items drinks wrong today took cake work took couple minutes order got order wife check items 2 ideam right hash browns sweet tea order 3 bacon egg cheese biscuit hash browns sweet tea 2nd order sausage egg mcmuffin hot chocolate got sausage muffin cheese sausage muffin hot chocolate wife said not drinkable ask didnt dont time drop wife work road work dont think going mcdonald's disappointment enjoyment,1
terrible,1
lot confusion desk order served,4
love place town,5
ordered mcnuggets hot mustard sauce gave honey mustard sauce flipping want 15 hr?!?! can't order right!!!!,2
good fast food,5
like combos especially like mac cafe,4
excellent,5
mcdonalds great! sure thing know expect today surprised! new burger caught eye spain inspired burger hesitant buy new great ruin lunch took chance aaand!!! oh goodness!!! sooooooooo yummy! mean yummy hardly touched delicious fries! normal favorite quarter pounder cheese today spain inspired burger guess cheese sauce normally don't like sauces burger don't know combination bacon different cheeses soooo good yum come mcdonalds don't think sell burger just mcdonalds think safari themed ones really good! day! happy rest meetings sessions normally boring hey tummy cheerful,5
good,4
middle day fast efficient friendly fries hot fresh,4
nice know mac donald's not changed travel la good fish sandwich,5
slowest mcdonalds miami took 40 mins mc chicken bacon mcdouble cooks managers phones 10 people including counter waiting food,1
food comes quick food came warm traffic drive,3
worst mcd ve to! waited 30 minutes food just overrun peo,1
clean friendly plus kid friendly,4
excellent,5
location slow service horrible customer service computer order machine not working instead informing custmers said orders backed staff acted like wrong kind training mcdonalds giving employees big business involved charities think emphasize excellent customer service mcdonalds slipping,1
fries mc chicken,5
maybe dirtiest mc donalds seen,1
lovin',4
dirty fly's got order wrong asked right items acted like wasting time switched j n b,2
waited ages food cold arrived table items missing stood queue people complaining food sorted time rest order stone cold staff not pleasant looked like didnt care not good experience wont back!,1
good,4
clean mcdonalds,4
love coffee! roam la it's worst city far service,1
excellent place good attention playground large alluding jungle close zoo,5
