clean_review,Star
urger buns taxted stale fries little broken potato sticks absolutely terrible location,2
worst mcdonalds miami worst worst service favor drive farther away different location,1
services sucks food taste old works don know doing,1
mcdonald good food getting smaller,3
helpful staff,4
good menu,5
drive service slow location paid order know receipt got food know return juice receipt minutes wait aside extra time wait line order speaker paying window reason waited like leave,2
tasty,5
nice cozy awesome,5
excellent,5
typical mc donald,4
excellent,5
excellent,5
got treat kids,5
neutral,3
terrible,1
neutral,3
entered restaurant immediately black guy black clothes told rude attitude need buy tell ok start watching menu minutes later guy rude attitude raising voice told buy right away need leave building far worst experience fast food life,1
stars spaghetti,1
mc donald favorite place eat banana soothes won,3
staff rude orders wrong lines long unprofessional management,1
excellent,5
good,4
old tasting fries hard buns don expect mcdonald super noticeably disgusting,1
quick easy got order right,5
good,4
really quick days issues redeeming offers app qr code doesn scan care kudos,5
good,4
typical mcdonald parking lot drive planned good bathrooms,3
sat drive long time told fountain drinks frappes coffee food meh,2
absolutely terrible customer service years walking planet experienced terribly trained terribly managed location charging order pancakes giving attitude mistake calmly stated obvious mistake receipt cashier new reason manager thought appropriate blame lack good manager training employees properly disgusting behavior problem required effort fix manager sought better worth time effort nasty,1
ll come mcdonald went lunch asked refill tea leaving informed didn buy combo meal couldn drink refill guess sandwich bought didn count tables dirty worth star,1
slow service,4
decently run location ice cream machine broken time,4
stopped mcdonald just drinks low ice,4
tables clean sight lot problem homeless inside restaurant preferably drive,3
remodeling won look cool anymore,1
great place moderate prices,1
nearlly messes order generally unhappy work,3
given wrong meal meal times employees argued wasn food ve sitting table number corresponding receipt stating ordered hour food outside looks amazing inside complete chaos coordination way operating busy business people correct orders type area high population needs improvement update mins got food luke warm fries sandwiches weren,2
great service,5
disappointing mcrib chicken nuggets available,3
wait food long long lines cars drive,3
homeless guy asked money eat told buy asked mcdonald customer base,3
doors say open thats lie locked answering phone constant busy signal management youre going open doors din,1
poor,2
opened breakfast week literally better hashbrown mcdonald country perfectly crispy time order correct staff super friendly wait long,5
employee window helpful sure order right girl second ignored looked confused muffin sandwich bread stale tough hash browns cold tasted like sat shelf way long bites threw trash purchased sandwich near gas station better food town way meeting returning wasn option,2
think changed manager faster alert,5
good,4
excellent,5
probably unprofessional staff tried justify close early multiple reasons,1
open hours,4
went store today asked sausage mcmuffin said didn,3
nuggets classic deal great extremely unhealthy night time snack,4
morning staff good afternoon evening different story fast fast food,2
love new chicken tenders time mcd start picking game,5
love,5
went lunch busy customer service great food came quickly,4
food cold,1
mcdonald,3
grandkids love mickey,5
restaurant isn clean prefer food palatable,3
service terrible staff kept waited minutes hear chatting laughing,1
terrible,1
went breakfast going aquatica service fast good nice helpful food came fast hot want come,5
used fun place changed,1
enter risk make pass homeless hanging outside,1
horrible service just horrible long wait food cold fries taste old just bad,1
usa maccys just good uk ms mcflurries better,5
normal mcdonald long line,4
service pretty fast wants just grab eat leave hurry,4
zero time pulled time handed drink window waited minutes finally got frustrated honked horn attention realize drink handed window drove people waiting horrible experience definitely place looking fast food better local diner worst tasting sweet tea tasted hardly ice warm water flavor like mixture regular tea watered sweet tea honestly say worst mcdonald driven enjoyed review like amazing life,1
food terrible homeless person la parking lot restroom,1
food good,5
lobby dirty refuse eat disgusting,1
kiddos love stop play play places location bathroom play area awesome potty training years resturant play area clean staff check cleaniness favorite locations visit,5
good service day night manager,4
got breadfas day,5
interesting location mcdonald property super expensive aside good place stars based expectations come mcdonald begin pier want big mac mcnuggets spot,4
terrible,1
food week good,3
good,4
thank guys job effort place nice level messy friedly ready prepare food order healthiest option tho saved starving,4
okay,3
excellent bathroom really needed thank mickey,5
hours wrong,1
rude staff forgot items food contact phone express issue got response extremely rude drive person,2
bad service minutes order incomplete,1
busy wait long,5
mc donalds say,4
terrible service,1
rude drinks food wrong asked sauce nuggets handed window closed drive person walked away,1
poor,2
people ahead orders minutes waiting cold fries,2
busy place employees friendly come location convenience usually slow need check orders leave frequently missing stuffs got wrong,2
ok,3
good service,4
slow fast food milk shake machine,3
busy got cause store looked nasty,2
min queue manager tells make order machines doesn order really sad waist time did strawberry shake international driveway busy time day need personal,1
ok service,3
rude food cold refuse let inside wait mins sandwiches time food people rude time town ll mcdonald slow rude friendly,1
clean staff friendly,4
waiting till,1
got order wrong forgetting meat hamburger ordered drive way don,1
self service order table delivery,4
mcdonalds comes free homeless utilizing dine option purchase necessary subject talent intoxication levels results,4
went grab breakfast chik fila looked closed placed order bacon egg cheese biscuits showed screen female intercom quite inconvenienced correct order waited minute items didn appear screen said ma response yea condescending scathing tone said mind got heifer needs reality check,1
drive gets clogged inside customers took longer drive,3
terrible,1
avoid service terrible employees need training enhance costumer service skills,1
good service fat food nice staff,5
excellent,5
absolutely horrible place waiting minutes ask longer lady looked orders ignored manager finally came couldn order workers just yelling costumers got food upset place just leave frequently orlando,1
place didn open,1
minor mess order,4
concern curb entrance hawian bvld international drive dangerous cars turning right park curb extends far drive blind drivers suvs high sitting vehicles tell damage curb experience damaged caused suggestion want paint curb bright red install yellow caution post alert drivers right think correct,1
parking driving space parking lot terrible,3
food great got breakfast morning location bring bagels,5
professional fast service food fresh mcdonald,5
bad night went burger got trapped drive took min order screen grill aren cooking meat just nuggets trapped minutes total minutes things happen just damn sign,2
frauppes cappuccinos,3
place garbage tables floors looked like section soup kitchen understaffed unprofessional delinquents street friends coming counter hanging kitchen tons people waiting food,1
omg worst mcdonald orders board just standing like drive closed come inside place order time eat location sense urgency manager duty,1
probably worst mcdonald ve service awful giant cluster people grouped waiting order kiosks order didn correct food fix told don come mcdonald crave don,1
terrible kids high school smoking inside restaurant,1
asked egg white delight got egg mcmuffin sweet tea egg underdone runny tea sweet just sugar added unsweetened tea,3
food store right run good kitchen things served right temp time taste great unlike stores ve got chance great food,5
good customer service,5
terrible,1
good,4
crew slow unorganized,3
work pay attention tables dirty tables clean unpleasant,5
good crunch,3
ordered chicken buttermilk combo didnt drink tried explain manager happened wouldnt let speak unsatisfactory,1
quick friendly,4
good service food came really quick good coffee quality food,5
,4
nice place dine outside obviously fast just wish driver overall fast service,5
ok,4
like,5
fast food right spent minutes waiting simple order,2
excellent,5
fresh food service great lunch break location,5
terrible,1
coffee good,3
mcdonald consistent half time food cold displeasing eye real food ll know plain black,1
ordered small took mins people ordered got food did,1
best time line long food wrong disgusting bathroom,2
slow drive line wrapped building went order took minutes cheeseburger fries,2
feel bad writing review workers confused lady minutes spent location stood soda machine daze wasn gave drinks really like purpose food came cold exception fries manager looked frustrated hesitated return order terrible,1
didn like visit french col,2
clean,4
little dirty workers nice respectful,4
interesting ve pay parking life bathroom nice eat mcdonald high price,3
good,4
apparently location thinks law serving hot food providing restroom customers buy,1
convenient location probably affordable food area near pier usually busy foot traffic beach promenade encounter types international tourist local bums fairly clean considering large customers orders quick sure check leaving accurate employees,3
unbelievably slow ordered cheese burgers frappe took minutes food finally came food employee gave wrong food biggest attitude said order wrong dont come want fast food like slow food don recommend horrible return thing cheese burgers cold dry frappes weren,1
just like mcdonald,4
busy miss parking pretty tight depending time day spot staff great customer service environment clean,5
delicious chicken fries,5
insane mcdonald announces burgers real beef hmmm big problems surfaced child obesity food good usually order wrong short bring robots starting corporate,3
usual usual,3
hot fresh fries time,5
good big mac,3
make mistake,2
uber eats fries older toe jam grandmas toes missing cookies ordered lame,1
don think going st ave th street location time soon people just sitting occupying space ordering saw individuals walk walk sofa machine cup serve soda walk guy came bag kfc containing buckets boxes cup soda machine walk crazy,3
mcdonald tourist city attraction restaurant rated local customers visit restaurant employees people skills customer dissatisfaction resolution skills employees escalated customers verbal complaints verbal challenging arguments complaint resolution,3
rude service fries underdone cold sweet tea like pouring bag sugar throat unless apocalypse zombies stay away place,1
good,4
undercooked cold middle,1
junk food,1
poor customer service lady auto service don good actitude,1
eat rush just need good fish sandwich good fresh issues drive times use good place fast food drive attendants quick polite,4
hey mcdonalds having dollar apple pies miss apple pies reheat microwave eat vanilla ice cream consider location driveway long fast just drivers taking time moving order right workers respectful yes food hot,4
lost order waited min burger fries box nuggets accuse trying duplicate order free clearly problems tossed dollar asked food location,1
went today asked free big mac maccoin said authorized,5
bad quality bad service missed notes just road guys,2
manager came table sure quick service place does busy,5
slow unorganized,1
terrible,1
slow service attendents don acknowledge customers ate multiple times close saying quick bite eat slow,2
neutral,3
seriously best nuggets great choices dipping sauce,5
clean family place serve kindly comfortable good service excellent service,5
long order wrong worst mcdonald,1
order mcdoubles chicken nuggets fries kids burgers dry like heat light long mean sand dry fries stale freshly prepared disappointed work hard make money dollars wasted bad quality food disappointed understatement won coming location,1
neutral,3
zero stars food cold fries fresh literally tell closed don want serve don,1
mcdonald,3
place newly renovated spacious new touch screens placing orders reason new seating cramped placed order cashier barely understand plain english probably touch screens coming mcdonald,1
quick cheerful service food fine coffee tasted burnt canned apple juice really wasn best,4
mess orders fries weird just different mcdonald,2
went drive ordered quarter pounder meal cheese told drinks ok asked diet soda told drinks water ok said water got receipt proceeded window looked receipt upcharged water heck asked employee window wht uocharged cents water said don know got understand soda machines offer drinks water uocharge told employee make effort explain care terrible customer service disappointed,2
incredible business like mcdonalds fix things simple like drop ceiling water damage lil bit humidity potentially mold harmful walking,1
courteous friendly clean fast excellence service,5
good,4
company screws world artery choking grease burgers,1
staff rude,1
mcdonalds street nice bring kids going casino people smoke,5
mcdonald known biggest,5
ok,4
newley renavated place great customer service skills helpful polite,4
new experience lil different use new set order speak person depending type person plus people like like moving rap,3
worker called order number obviously gonna grab didn occur look tray thing noticed missing coffee set tray table way manager yelling family grabbed wrong order tried cool said taking extra food said fine starts grabbing food ordered says weren charged interesting conversation establish receipt clearly said charged minutes later ve manned big orders haven managed bacon egg mcgriddle eventually burger manager hands telling worker gave hash browns obviously heard said ma got manager audacity say ate point pissed ve accused paying food hungry ve waited way long manager attitude accusing family eating hash browns minute eating mcdonald especially manager like,1
good late night meal tbh,5
good,4
happy old prejudice food places regarding substitutions finally rest particular mcdonalds location forefront movement really try accommodate people instance love pancakes eggs don eat pork hold sausage like hashbrowns problem hooray maybe jack nicholson come order turkey sandwich,3
place character,4
thrash,1
excellent,5
clean store fast service mcgriddle wow,4
awesome,5
poor,2
ready min hr wait food mcdonald food line cancelli ng orders surprisingly long,2
food good hot fast,4
ice cream cone best branch,4
absolute worst mcdonalds ive,1
day thursday th day november workers mushroom bald kitchen bad service lack ethics wn workers,1
service fast pandemic mask important thing security polite cusomer service associates kinda formal polite eat patio long,4
ok dining room remodeled use drive,3
ordered ahead app tell staff crazy busy brought order guy smiled apologized wait great situation thanks,5
horrible drive service lunch time,1
attitude order right stand mcdonalds,1
different mcdonalds santa monica close pier beach surprisingly kept clean fast lots tourists visitors location updated order kiosk systems moving pretty fast seating issue crowded days good experience bad,4
great overall carefull togo orders,4
travis scott meal,5
mac fan,5
good,4
nastiest mcdonald st people store looked like cleaned toilet paper store amd ask employees answer,1
prices suck,1
good,5
mmmm honest pretty fast drive orders complain run special items frappuccinos pretty fast overall food quality pretty fresh,4
like pleasing area outdoor use tidying staff great,3
yuck,1
clean brightly lit multiple levels seating quite crowded order fulfillment super fast thanks app,5
good,4
location open hours adjust google advertisement,1
today visit awful food stiff luke warm missing items asked remade joann manger argue shouldnt argue hot food paid im update review originally gave visit star got email bre williams general manger invited family insured store operates showing care customer goes way thank mrs williams reaching,5
micky,3
crowded tough seat food mcdonald,3
placed order hour ago half order missing called location let know missing half order manager judith stated don come wait day receive order understand menu items schedule based think highly unprofessional turn problem understand items available time extremely unhelpful finding solution problem created asked speak manager told manager vacation ended stating does time deal problem busy,1
best mcdonald travels great food great customer service mcdonald know serves pizza heading universal island adventure make stop mcdonald,5
yo real talk mcdonalds convinced mcdonalds dollar rest life place categories wow,1
fry perfect burger delicious,5
awful min lunch lines people complaining ice soda machine told wanted money food,1
food good,5
like kiosks easy annoyance orders,5
sad say slightest customer service got security guard food horrible server cashier need fired ignore talk selves act like working just standing ive gave better customer service ve worked mcdonald just experience change mind come location,1
crowded tables mess took mins food ready ask weren helpful friendly upstairs ac wasnt running wrong hot overall just like understaffed people,1
service slow friendly visit,2
great place quick bite meetings,5
drive okay maybe online order inside order counter like visiting prisoner glass visiting hours uncomfortable just support mcdonalds time til twisted views current situation maybe agree myopic archaic views hear way family want alive inviting atmosphere fun funeral rip mcds customer service shall missed,3
excellent,5
good food fast service,5
don hours,1
horrible service manager donnie did assist drive served timed,1
good,4
perfect service,5
hit miss just order ahead app pick inside check order wrong,1
badly,1
year old favorite place,4
drive quick,4
terrible,1
breakfast hot hate warm hash brown sausage getting worst slop day expensive,2
macdonald,5
keke best appreciate great service kindness patience young lady great future ahead thanks keke,4
fast service entire order correct,4
worst mcdonald service long af minutes order taken nightmare cashier didn understand minutes later got food thrown,1
excellent,5
raw chicken nuggets served want salmonella place gave refund kicked wrote number clearly wanted,1
disapointed,1
excellent customer service friendly employees wish running pilot,5
hometown mcdonalds wife grandchildren twice week like review did hamlin mcdonalds older style ainted years removed small playyard people afraid ballpits outside didn used months year ample seating ve seen seating ve finding seat pretty clean good order walk orders accurate fast drive fast times exact times wrong like say perfect right rt easy unless traveling south hard pull kfc subway ice cream shop street busy little area brodheadsville overall nice facility,4
didn sauces asked,2
foods okay,5
good afternoon visited business times employee attends rage time attends reluctantly,1
slow evening hours,2
mcdonald grew tired bansna strawberry smoothie,5
good,4
leave reviews honestly visited single mcdonalds country ranked convinced dead spent hour drive got window took minutes came window did idea ordered seen group people slowly little purpose doing like just annoyed working literally looked like crew moving slow motion sight finally did food order course correct weird thing didn short gave extra quarter pounder fries just visiting anyways,1
don know rebuild site burgers unbearable juicy dry unfavorable little burgers quarter pounder doesn taste like meat anymore problem nuggets got better months ll year burgers just like eating flavored cardboard happened,2
comfortable,5
standard slow,3
cashiers attitudes horrible,3
disapointed,1
drive slow went night saw line long figured ll moving nope spot like mins ridiculous ended backing leaving,1
pay eat heard food online try meat home french fries leave weeks turn bad hell food look good ain good,1
ok,3
son loved zoo theme,5
bad,4
wait lines turn understandable location high demand people seek fast food fast eat just like mcdonald location meal want die peaceful eats,5
check bag mcdonald,4
clean date technology shoppers order monitor associates friendly helpful good stop meetings,5
,3
just wondering hours door say open dine unti,1
friendly customer service clean environment definitely come,5
giant got act creatures fun,4
good coffee didn donut sticks craving gave stars,4
coffee better,3
good food need careful drive forgetting parts order doesn live direct vicinity real hassle,3
good,4
horrible service unhygienic long time attend,2
pretty decent place,4
things wrong order glad pulled check employees helpful fixed order right away,3
staff rude diversity staff live,1
excellent,5
good workers just bad area customers rude,3
neutral,3
perfect,5
good,4
excellent,5
awhile bad review major improvements restaurant service solid mcdonalds,4
excellent,5
love grand big mac nice staff great food,5
order correct food cold old,1
mcdonald cheap sustenance going couple burgers fries complain alright price taken account quite busy times mind going peak times restaurant pretty clean come expect mcdonald,4
good,4
manager rude waited minutes understanding busy wanted ask stressed worst customer service additionally tells refund days minutes waiting said orders,1
excellent,5
good,4
bad service hard bread poorly ice cream unrecommended place,1
slow service,3
yummy,5
order wrong went morning manager gladly fix mistake professional kind love mcdonald eat morning good location managers professional friendly highly recommend mcdonald ve,5
staff great food little old expect mcdonalds don eat,4
mcdonald tourist city attraction restaurant rated local customers visit restaurant employees people skills customer dissatisfaction resolution skills employees escalated customers verbal complaints verbal challenging arguments complaint resolution,3
fast food,5
mcdonald semoran just passed best ve,5
neutral,3
sandwich delicious,4
piece mcnuggets mustard sauce large fry heaven stars mcdonald literally blow mind stars,3
neutral,3
understand mistakes order uber receipt time complete order confuse small sprite tote cookies,1
went breakfast monday morning went inside pretty line drive new touch screen style mcdonald service fast easy,5
good,4
seen place kids employees body care looking rod customer service rosalina like asking free food,1
good service,5
mobile order nuggets got went inside manager mask crew did second batch nuggets complete order nuggets,1
don like food love ace cream,4
pretty quick orders ve gotten wrong fries hot,4
neutral,3
didn sauces took long cursed lot,1
good restaurant fresh food great service got orders right,5
ordered large iced coffee cream sugar order hot cakes received medium iced coffee sugar old pancakes basically rubber syrup butter spoon eat pancakes definitely wouldn recommend location,1
employee rude fine,4
roaches place totally let run hope enjoy mcroaches,1
small mcdonalds clean restrooms locked somebody let frustrates place staff needed meet crowd,3
busy busy staff work hard excellent customer service specially megan,5
excellent,5
nice mcdonald,5
crystal manager night attentive listened right away solved issue gave nice dining experience night thank mush crystal wonderful staff,5
soggy big mac soggy fries drink good thing,1
bit long line drive workers moving lines friendly windows,4
mcdonald ordered twice twice order canceled bothered let know just wasted time waiting,1
nuggets leon springs mcdonald fresh amazing,5
leaving specified add ons ignoring substitutions display screen reciting order,1
travel world best mcdonald manager super kind best customer service,5
didnt mask cause suddenly broke line cashier offered mask thought awesome happy causw feel welcomed embrassed staff pleasant quick serving,4
days row attending convention nearby stopped quick breakfast don listen don care don right ve repeated request simple times day paying teaching experience product service sucked days ihop acrossl street listen right,1
delight,5
easy fast drive experience plus,4
slowest drive avoid costs,1
little expensive average mcdonalds suppose expected location nice benefit accept coupons mcdonald app,4
id zero starts drive cars ahead order total took hour took minutes exaggeration order board order window didnt know literally just order busy people working window took card minutes froze bank account just case,1
really fun experience food options easy vegan friendly food quality food cafeteria quality beat having eat considered regular food place large indoor play area arcade fish tank sundae kind station kids loved,4
literally homeless people come car ordering tried open door passenger reached inside grown man spooked location,1
pleasant mcdonald visit area lines small expect cramped busy confused lines start employees friendly wouldn say mean obviously don care pleasantries care store area grab napkins ketchup straws counter ask packets straws utensils lunch time lines longer getting congested counter makes worse people constantly come counter ask don recommend coming want stop relax food,2
place,1
fan menu ice coffee drinks good location busy cleanest ether,2
good,4
like mcdonalds pretty good service little cleaner better repair stars,4
dirty,1
small tables uncomfortable sit service slow morning unable provide table service food left counter waiting table number asking taking long,3
rely mcdonald quick fairly inexpensive good food,5
excellent service,5
typical mcdonald generally people visit mcdonald world consistency little cleaner turn reasonable experience reasonable service expected pricing,4
nice place clesn,4
love food,5
neutral,3
excellent,5
food fresh,5
subway station don looking outside did mistake case reach place dont look nearest entry subway station joint hit,5
close unit ordered app avoid drive line surprise went order ready forced hour drive line supposed fast food went pick order drinks wrong potatoes wrong size old sundae machine broken didn deliver sundaes attendance super rude saying problem burgers correct double quarter ponder box got home cheeseburgers burger wasn bag charged card mc donald app greater closing order complaint customer service notified unit unfortunately concrete action taken disappointed experience estaurant,1
filthy af,1
inside seating rude employees barely noticed napkins bag asked care needed remind meal came drink,1
mcdonalds took service bit slow recieved food tasty decor surroundings provided pretty good atmosphere recommend stop sure classic maccas ya,4
horrible service remodeling rude attendant refused refill traditional mcdonalds restaurants security super rude reminding leave parking minutes store minutes,1
place looks impressive high quality,2
hot fries complaints,5
terrible,1
drive issue distinguishing double normal hamburger,3
mcdonald say located just outside train hall,5
longer open hours closes pm nightly,1
fast service,4
amazing love ok staff stars totally recommend place,5
horrible experience person taking order sounded rushed barely mention item just constantly talking second asked fries got nasty undercooked fries old fries window present coupon discount guy looks numbers instead just scanning qr code pops head window tell total happened coupon did hi,1
soda coke dr pepper md just straight water ice machine people working just laughing joking acting like bunch high school kids,1
great service employees,5
just ordered large drinks large fries drinks taste wonky syrup machines pull wait large fries won recommend location looking decent mcdonald food drinks makes glad ordered fries drinks hate wreck,1
nice fancy clean restrooms plus clean lobby area nice play area children just hooks restroom doors hang coat jacket purse overall managed mcdonald compared seen rating love dallas zoo theme tourist attraction thank mcdonald professionalism management customer service restroom door hooks coat jacket diaper bag purse thanks,4
fast friendly crew hot food clean lobby bathrooms,5
exceptionally pleasant prompt professional,4
chicken nuggets ice cold disgusting french fries like poured bucket salt time ve encountered cold overly salted food,2
lousy place eat,1
good,4
double check orders leaving twice week ve ordered different meals home half meal,2
ordering machines broken cashier line moved incredibly slow refused refill ice tea drinks refillable machine prices expensive,1
biggest world sons loved took trip disneyworld saying want biggest mcdonald,5
good food,5
mcdonalds hot mess live near regret coming time machine tonight sat drive min just sitting watch drive guy freak computer working told machine,1
perfect salt fries supplied ample sauce nuggets,5
currently reason mantein restroom closed guys taking advantage initial restrictions covid pandemic started avoid making bathroom easier costumers mcdonald san diego opened bathrooms public like restaurants sd,2
hey yo got buy buck piece nuggets gone bru taking big mac buck home bru hahahahaha psi chopathicpeppamintpimpin,5
wife wanted caramel latte thinks best,4
called fast food reason fast mcdonald key west staff rude hasn time gotten order correct,1
fries cold children burgers creased wrapped smashed service wasn terrible food,2
past service good recently went stood minutes counter olga laughed giggled took person ask did need help order busy,1
drink refills bad service,1
just standard maccies prefer drive thst menu,4
excellent fresh hot food inside spacious clean friendly staff don like order large touch pad makes hard customize order confusing just wait line attendants order like mcdonald mcdonald order touch pad,4
poor,2
attention best understand work strees crew leader teaches public drive ll make good team happens food chain,1
wait minutes breakfast sandwich service slow food ve gotten cold,1
neutral,3
clean crowded food actually hot,5
good,4
rebuilt mcdonald lot way small lane drive weaves small parking lot making impossible parked ate inside,1
great experience drive bit slow food fresh hot delicious reason speaker lines pay pickup windows slow,4
employees completely rude lost souls,1
neutral,3
manager attended roanoke store rude ice coffee caramel flavor cookies,1
horrible ignored completely just standing like minutes asked lady open turned nodded bad bad service rude people skills,1
like rewards app buy,4
busy time year did visit bathrooms clean complain,5
gave wrong order doesn,1
small place recomended drive,2
sorry half people working dont clue whats going time come forget unbelievable fast food chain issues mcdonald does blows mind people want raises learn job want raise,1
good,4
end school day alot teenagers chasing place reaming yelling bumping people acting like thugs management did,3
cooked perfectly service good enjoyed breakfast,5
prices high don think,1
dirty place restrooms toilet paper cooked burger wrong way directions placed order recommend,2
valerie manager excellent service staff busy manage help needed,5
friendly fast counter personal willing make sure order correct,4
good,4
tried order terminal pay cause said need table number signs tell table number cause able speak english employes counter speak english acted like retarded place order leave cause understand thought amerika worst mcdonalds,1
bathroom door lock broken went stars best looking macdo nyc ended coming multiple times america reconsider standard european mc way cleaner service faster,5
place great service fine wait attention colombia service attention clients today pay spacy bufalo,4
excellent,5
excellent,5
service okayish,3
terrible,1
throw away sausage old dried,1
workers speak spanish customize orders don speak english,3
long line,3
run good fast food restaurant,5
excellent,5
honestly worse experience mcdonald order confirmation screen broken person taking orders apparently received training reading order accuracy times location messed major order recent time got attitude person taking orders spend extra minutes location burger king,1
mc thinks kiosk service future sell stock probably worst mc experience,1
meat burgerwas completely raw,1
slow drive dark,1
worst mcdonald don come order wrong time today drive person barely hear yelling window paying asked did order tell end repeating order entire staff looking confused hell like just dropped outta sky asked did pay sure ordered speaker ya ll wear head sets cooks worst leadership ve seen,1
horrible service lines servers choose service line customers left waiting answer waited half hour way line,1
best mcdonalds ive seen years,5
bestest mcdonald eva,5
enjoy food prices mcdonald drawback wait time line,4
staff friendly burger wasn hot just warm,3
friendly staff order came wrong quickly right,5
don listen gave really cold fry dr pepper flat manger rude ask light lettuce extra sauce big mac big load lettuce little sauce dont listen,1
excellent,5
food place area want eat isn greyhound food live entertainment provided homeless people occasional bum fight,4
new counters greeter door clean quick service,5
great service clean environment,4
matter mcdonald visited los angeles county problem filthy bathrooms,3
good,4
great atmosphere,5
tired getting cold half filled frys serve half tea serve half fry,1
far best location valley customer service great staff friendly wait time isn bad satisfied location,5
food dry cold,2
avoid drive youll stuck mins visits wait times charts different location,1
great service employees,5
chicken sandwiches taste great order,4
sugar coffee,2
bought hazelnut coffee received extremely milky coffee didn ice asked happened ice told didn anymore allow purchase ice coffee hash brown hard rock sausage egg mcmuffin just thrown need far quality control usually don write reviews felt compelled,1
little expensive average mcdonalds suppose expected location nice benefit accept coupons mcdonald app,4
good place,5
awwwwful service waited order minutes worst mcdonald experience stay away,1
warm inside eggs weird great service,4
kids like eat macdonald,4
consecutive weeks monday dining room swept mopped don open month mondays won orange juice say machine doesn work serve cashier tells worker squeeze orange freshly squeezed understand mistake occurring monday,1
clean store staff excellent,5
fries overcooked tasted burnt staff didn offer resolution,1
welcoming place,4
pretty experience mcdonald food fast staff compliant bathrooms hit miss good thing breakfast served day large drinks dollar,4
like mcdonalds special,3
bad food service soda flat good horrible ve met ghetto personel,1
taste know,4
understand poor design parking parking hard shopping center big parking lot poor design dine faster order kiosk app instead waiting order,2
fries hot fresh soggy actually wait moments inhaling incinerate tongue mouth,5
fast drive hot fresh fries,4
mcdonald,1
bad,3
waiting minutes order told person order machines inside counting money manager told stop toke time,1
avoid,1
worst mcdonalds ve seen bums laying panhandling inside store employees allow,1
excellent,5
excellent,5
repeated order times drive speaker paid got wrong sent waiting area hard onions pickles,1
usual,4
mcdonald,5
good,4
needs electrical outlets wifi works excellent service friendly severance clean,4
order online use kiosk wait line,4
good luck served questions allergies asked employees check ingredients chicken nuggets make sure dairy allergens asked manager check straight refused couldn complete orders minutes placing order received fries cold went fresh ones didn say employees brought new ones automatically manager ignored presence bathrooms nasty tables dirty trash flowing lobby smelled like rotten fish easily worst mcdonalds orlando,1
love great service,5
food good,3
uber eats having connectivity issues pushed order location supposed cancelled know isnt mcdonald fault called mcdonalds try address issue answered ignored left phone hook attempt got dial tone know places short staffed just ignore people,1
didnt toys happy meal display disappointing yr old jungle theme cool esp kids playground clean fun employees didnt like job people,3
staff busy talking don care customers make wait long time drive time called store picked start complain situations hung face mcdonald used good professional don know happened changed new staff got worse,1
excellent,5
good morning,5
good,4
guess checked bucket list didn know world biggest mcdonald cool pasta dishware mcdonald yes place madhouse worth experience night visiting orlando didn let kiddo run play area know kinda mean children knowing cleaned little nervous definitely worth visit just cheeseburger kudos employees place nuts drive bless,4
wasn sure expect visited world largest mcdonald hour run pizza wowzers definitely experience soon forget,5
nearly order tons customizations got right rare mcds food great family didn throw fit food incorrect,5
good service,5
shocking mess everwhere staff doing,1
busy,5
wait coffee minutes good experience,1
open hours unless closed randomly hours,1
wait long good cheap food friendly staff,3
say mcdonald customer service good,4
bad,1
favorite place eat hang great atmosphere great set dining area great prices,5
omg glow tables,5
drivethru line location broken dont ask know maybe rd window rarely used idk inside small order faster register check order super busy diet order occasion favorite place large coke,4
watch jesse pinkman looking dude outside,1
just love cheese burgers,3
neutral,3
poor attention deficient,1
good fast service,3
mcdonalds newly renovated self ordering kiosk mcdonalds brings food table dining guest thats someting normally dont anyother mcdonalds issue seating new furniture restaurant kid friendly table way shorter mcdonalds daughter spilling food floor,4
travis scott meal,5
neutral,3
monica manager beauty,5
closed says google maps,1
need employees overnight shift,3
frequently drama filled staff disorganized arguing customers homeless users common general stop tourists use bathroom access reasonably priced items relatively quickly makes worthwhile quick visit,3
good,4
pm closed,1
electrical outlets customers fairly large restaurant got order wrong ordered egg cheese biscuit got chicken expensive ordered wasn wanted hash browns overpriced make look like kiosk graphic trick,2
excellent,5
waited drive literally hour weren trapped line able leave didn napkins got order wrong cashier said like absolutely acceptable especially mcdonald did forget fast food means,2
great location friendly service pleasant staff food delivered fast hot ordered coffee came just expected hot delicious,5
salad order wrong employees friendly,3
mcdonald mcdonald place good children young peoples old guy like just went buy black coffee,4
general fast food place subpar service went morning quick breakfast time usual saturday morning spot ordered different breakfast items end wife went order single order pancakes sausage breakfast kids checkout expensive cashier repeated order received order figured total pancakes sausage breakfasts wife brought girl register just said oops sorry walked away offer fix refund great job,1
bad staff,1
ketchup packets cashier little stressed,4
consistent food matter,5
took forever food day week got busy night hour waiting crowd feel like understaffed weren working quickly good correct ran items ordered replaced different flavor,3
excellent,5
beautiful restaurant near zoo,5
drive long takes remodeled slow inside,3
don know pick option phone number night disabled making difficult people place order online,1
excellent,5
little tight ordering food upstairs leave,4
location time ok order friend wanted,3
fine,5
good quite place good costumer service,4
tried signature smokehouse premium flavors,5
good fast food,5
fast service food good usually busy lunch time modern looking floors sit self ordering kiosks sell pastries haven seen mcdonald,4
ordered food free egg mcmuffin day sat brought clearly ordered cold middle proceeded stare whisper laugh uncomfortable eating food afraid spit left touching thing,1
professional fast service food fresh mcdonald,5
slow service challenging communication,3
,5
terrible place minutes house ll place mcdonald little away know serve customers,1
